srcid,Q1,Q2,Q4,Q6a,Q6b,Q6c,Q6d,Q7a,Q7b,Q7c,Q7d,Q7e,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q10a,Q10b,Q10c,Q10d,Q11,Q12,Q14,Q15,p_state,p_gender_sdc,p_age_group_sdc,p_education_sdc
227,'2','20','Centre-right','2','2','3','2','2','2','2','2','1','6.0','5.0','1.0','1.0','4.0','4.0','6.0','5.0','4','4','4','4','2.0','4.0','2.0','3.0','5','1.0','4.0','2.0'
1542,'2','-99','Centre-left','2','2','2','2','2','2','3','2','2','8.0','6.0','5.0','1.0','6.0','1.0','1.0','4.0','2','4','2','2','2.0','2.0','2.0','3.0','1','2.0','1.0','2.0'
1755,'2','16','Green','1','2','3','4','3','2','2','3','2','7.0','5.0','4.0','5.0','7.0','7.0','4.0','8.0','2','4','1','4','1.0','4.0','2.0','3.0','2','1.0','3.0','2.0'
484,'2','29','-98','3','2','4','3','2','2','2','2','2','7.0','7.0','7.0','1.0','7.0','7.0','3.0','7.0','2','4','4','2','2.0','3.0','3.0','2.0','3','1.0','3.0','3.0'
2409,'1','11','No-party','2','2','2','2','2','2','2','2','2','5.0','6.0','8.0','4.0','8.0','6.0','7.0','9.0','2','4','4','2','2.0','2.0','3.0','2.0','4','1.0','4.0','3.0'
1303,'2','1','Centre-left','4','2','3','2','2','2','3','3','2','7.0','6.0','7.0','2.0','8.0','2.0','6.0','8.0','2','5','2','2','1.0','2.0','3.0','3.0','4','2.0','2.0','1.0'
1373,'2','30','Centre-right','4','4','3','5','2','2','3','3','2','7.0','3.0','3.0','2.0','5.0','7.0','2.0','7.0','4','4','4','4','2.0','1.0','4.0','3.0','3','1.0','3.0','3.0'
1133,'2','13','Centre-right','2','2','2','2','1','1','2','2','2','6.0','6.0','5.0','4.0','5.0','4.0','4.0','6.0','2','4','2','5','2.0','2.0','2.0','1.0','1','1.0','4.0','2.0'
2235,'2','11','Green','3','2','2','2','1','2','2','4','3','8.0','8.0','3.0','1.0','3.0','1.0','5.0','8.0','5','5','1','4','1.0','1.0','4.0','3.0','1','1.0','1.0','3.0'
2073,'4','16','Centre-left','4','2','4','2','4','2','3','4','3','8.0','8.0','4.0','4.0','7.0','4.0','5.0','10.0','2','4','4','2','3.0','2.0','3.0','1.0','1','1.0','3.0','1.0'
2002,'2','1','Green','4','4','3','4','2','1','2','3','3','7.0','6.0','7.0','4.0','7.0','4.0','6.0','7.0','4','4','2','4','2.0','3.0','2.0','3.0','2','2.0','2.0','1.0'
1381,'4','20','-98','3','2','3','3','1','1','3','2','2','4.0','4.0','2.0','1.0','4.0','2.0','1.0','5.0','1','2','2','2','1.0','3.0','2.0','3.0','3','2.0','4.0','1.0'
71,'2','13','-99','5','5','5','5','1','1','1','1','1','1.0','2.0','1.0','1.0','1.0','1.0','1.0','8.0','4','4','4','1','2.0','3.0','2.0','3.0','2','2.0','3.0','1.0'
979,'2','1','Centre-left','3','3','4','3','1','1','2','3','2','7.0','6.0','2.0','2.0','6.0','1.0','4.0','7.0','1','4','2','2','3.0','2.0','2.0','3.0','1','1.0','3.0','1.0'
1453,'4','16','-99','3','3','1','1','1','1','1','1','1','1.0','1.0','1.0','1.0','1.0','1.0','1.0','3.0','2','4','4','1','2.0','2.0','3.0','3.0','5','2.0','4.0','3.0'
565,'2','1','Centre-right','3','3','3','3','1','1','1','2','1','7.0','6.0','7.0','6.0','5.0','4.0','4.0','7.0','2','2','2','2','3.0','2.0','3.0','3.0','5','1.0','3.0','1.0'
256,'2','13','Centre-right','1','1','2','3','1','1','2','2','1','5.0','5.0','1.0','1.0','8.0','1.0','2.0','7.0','1','2','1','1','1.0','1.0','3.0','2.0','2','2.0','1.0','3.0'
1350,'3','36','Centre-right','3','2','4','3','3','3','3','4','3','6.0','5.0','6.0','5.0','6.0','6.0','5.0','7.0','4','4','4','4','2.0','3.0','3.0','3.0','2','2.0','4.0','3.0'
2058,'2','17','Centre-right','4','4','4','4','3','3','4','-98','3','8.0','8.0','3.0','2.0','7.0','7.0','8.0','9.0','2','2','2','4','2.0','2.0','2.0','2.0','2','1.0','3.0','2.0'
165,'2','1','Centre-right','4','2','4','4','4','3','4','3','4','7.0','8.0','6.0','4.0','8.0','5.0','8.0','8.0','5','5','2','4','2.0','2.0','3.0','3.0','1','2.0','2.0','1.0'
2001,'2','1','Green','1','1','2','1','1','1','1','3','1','3.0','5.0','1.0','3.0','10.0','1.0','1.0','10.0','1','1','4','1','1.0','3.0','2.0','3.0','5','1.0','3.0','3.0'
2185,'2','20','Centre-left','4','4','3','2','4','3','3','3','1','6.0','5.0','3.0','1.0','3.0','2.0','1.0','6.0','4','5','5','1','2.0','3.0','2.0','1.0','2','2.0','3.0','1.0'
989,'2','16','Centre-right','2','2','2','2','4','4','3','4','4','1.0','1.0','1.0','1.0','5.0','1.0','1.0','5.0','5','5','5','5','2.0','3.0','2.0','3.0','1','1.0','3.0','1.0'
2204,'2','6','Centre-right','4','4','4','4','3','3','3','3','3','7.0','6.0','6.0','6.0','8.0','6.0','6.0','9.0','2','2','2','2','2.0','3.0','1.0','3.0','5','2.0','2.0','2.0'
1106,'2','-98','Green','2','4','4','5','3','2','2','3','3','9.0','8.0','10.0','5.0','8.0','8.0','6.0','10.0','4','4','4','2','2.0','3.0','1.0','2.0','2','2.0','2.0','2.0'
2358,'4','13','Centre-right','5','4','4','4','1','1','1','3','1','2.0','2.0','3.0','1.0','3.0','1.0','2.0','3.0','4','5','5','5','2.0','2.0','3.0','-98.0','3','2.0','4.0','1.0'
934,'4','16','Centre-left','2','1','2','3','2','3','2','2','1','3.0','4.0','4.0','2.0','5.0','1.0','2.0','4.0','1','1','1','2','2.0','1.0','3.0','1.0','3','2.0','3.0','1.0'
572,'2','-98','Centre-right','4','4','4','3','3','3','3','3','2','8.0','8.0','8.0','2.0','8.0','5.0','3.0','8.0','2','5','2','2','2.0','3.0','2.0','3.0','1','1.0','4.0','2.0'
260,'5','16','Centre-left','1','1','1','1','1','1','1','1','1','1.0','8.0','1.0','1.0','5.0','1.0','5.0','9.0','5','5','5','1','1.0','4.0','2.0','3.0','2','2.0','4.0','1.0'
1258,'4','29','Centre-right','4','3','4','3','2','2','3','3','1','9.0','8.0','7.0','2.0','9.0','5.0','4.0','9.0','2','4','2','2','2.0','4.0','2.0','3.0','2','2.0','2.0','1.0'
34,'2','14','Centre-left','1','1','1','1','3','3','1','3','2','3.0','4.0','1.0','1.0','5.0','1.0','1.0','8.0','4','4','5','2','3.0','1.0','3.0','2.0','2','2.0','3.0','1.0'
1355,'4','33','Other','2','2','2','2','2','2','2','2','2','7.0','3.0','7.0','1.0','2.0','1.0','1.0','8.0','4','4','4','2','3.0','4.0','2.0','3.0','5','2.0','3.0','1.0'
2530,'4','32','Right-wing','3','2','3','2','1','1','2','1','2','5.0','7.0','4.0','4.0','8.0','5.0','4.0','7.0','4','5','5','2','3.0','4.0','1.0','1.0','2','2.0','3.0','2.0'
1690,'2','32','Centre-right','3','3','3','2','2','2','2','2','2','4.0','6.0','4.0','1.0','8.0','5.0','6.0','7.0','2','4','4','2','2.0','4.0','2.0','2.0','4','1.0','2.0','2.0'
1470,'1','16','Other','3','4','3','2','1','2','1','1','1','3.0','7.0','8.0','3.0','5.0','3.0','2.0','7.0','1','2','2','1','2.0','1.0','3.0','3.0','2','2.0','3.0','2.0'
1228,'1','16','Centre-left','2','3','3','2','1','1','1','2','2','7.0','7.0','7.0','1.0','7.0','4.0','7.0','7.0','4','4','2','1','3.0','3.0','4.0','1.0','5','2.0','3.0','3.0'
730,'2','1','Centre-right','4','3','2','2','3','3','3','4','2','7.0','3.0','5.0','2.0','5.0','3.0','8.0','9.0','5','4','5','1','1.0','3.0','2.0','2.0','3','1.0','2.0','2.0'
1224,'4','13','-98','4','4','4','2','4','4','2','4','4','10.0','10.0','10.0','1.0','10.0','1.0','1.0','10.0','5','5','5','1','2.0','1.0','3.0','3.0','3','2.0','2.0','3.0'
2120,'4','16','Green','5','5','2','5','1','1','2','1','1','3.0','1.0','4.0','1.0','4.0','1.0','3.0','3.0','2','4','4','1','2.0','3.0','4.0','2.0','3','1.0','3.0','1.0'
1935,'2','13','Centre-right','4','4','3','3','1','1','1','1','1','8.0','7.0','8.0','7.0','8.0','8.0','7.0','8.0','4','2','4','1','2.0','3.0','2.0','3.0','3','2.0','3.0','2.0'
78,'4','4','Centre-left','2','4','3','2','2','2','3','3','2','7.0','7.0','6.0','5.0','6.0','6.0','4.0','7.0','4','5','4','1','3.0','2.0','3.0','2.0','2','2.0','1.0','1.0'
609,'2','11','Centre-right','3','2','2','2','1','1','2','1','1','8.0','7.0','7.0','4.0','7.0','5.0','6.0','8.0','4','4','2','2','2.0','2.0','2.0','3.0','1','2.0','4.0','2.0'
929,'4','28','Independent','2','2','2','2','2','2','2','2','2','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','3','4','4','2','1.0','1.0','1.0','3.0','5','1.0','3.0','1.0'
959,'2','11','Centre-left','4','4','2','2','2','2','2','2','2','6.0','7.0','1.0','4.0','7.0','3.0','3.0','8.0','2','2','2','2','2.0','3.0','2.0','3.0','2','1.0','4.0','2.0'
1249,'2','33','-98','2','2','2','1','3','3','2','-98','3','5.0','4.0','4.0','4.0','5.0','2.0','3.0','4.0','5','5','5','4','3.0','1.0','-98.0','-98.0','4','1.0','2.0','3.0'
1634,'4','13','Centre-left','3','3','3','2','1','1','1','1','1','3.0','3.0','2.0','1.0','2.0','1.0','1.0','3.0','4','4','2','2','2.0','2.0','2.0','3.0','1','1.0','3.0','1.0'
57,'2','11','Centre-left','4','4','4','1','2','2','2','2','2','8.0','3.0','8.0','2.0','9.0','1.0','1.0','7.0','2','2','2','2','3.0','1.0','2.0','1.0','2','2.0','1.0','1.0'
450,'2','36','Centre-right','3','3','4','3','3','1','3','1','1','8.0','8.0','8.0','1.0','1.0','3.0','1.0','8.0','2','4','5','2','2.0','3.0','3.0','2.0','1','2.0','4.0','1.0'
1831,'2','96','Centre-right','3','3','2','4','3','3','2','3','1','8.0','8.0','5.0','2.0','6.0','7.0','2.0','10.0','1','2','3','2','1.0','2.0','3.0','3.0','2','2.0','2.0','1.0'
1834,'4','13','Centre-left','4','3','4','2','3','3','3','4','3','8.0','7.0','5.0','5.0','7.0','3.0','8.0','10.0','4','4','5','2','2.0','3.0','3.0','3.0','2','2.0','3.0','1.0'
724,'2','11','Centre-right','1','2','4','4','3','3','4','4','2','7.0','8.0','9.0','1.0','9.0','4.0','6.0','9.0','5','5','5','2','3.0','2.0','2.0','3.0','2','2.0','2.0','1.0'
445,'2','96','Centre-right','4','3','3','4','2','2','2','2','2','5.0','7.0','5.0','3.0','3.0','5.0','7.0','5.0','4','4','4','4','2.0','2.0','3.0','-98.0','1','1.0','3.0','2.0'
800,'4','20','Green','3','2','2','3','3','3','2','4','2','4.0','5.0','5.0','3.0','6.0','5.0','3.0','7.0','2','4','5','4','3.0','2.0','3.0','1.0','4','2.0','3.0','1.0'
1676,'2','16','Centre-left','2','3','3','2','2','1','2','2','1','8.0','7.0','5.0','2.0','5.0','6.0','2.0','9.0','2','4','4','2','2.0','2.0','3.0','2.0','1','1.0','3.0','2.0'
119,'2','20','Centre-right','4','3','4','4','2','2','2','2','2','8.0','8.0','8.0','1.0','1.0','8.0','8.0','8.0','1','4','2','2','2.0','2.0','2.0','3.0','3','1.0','4.0','1.0'
1429,'4','20','Centre-left','3','2','4','2','3','3','2','3','2','5.0','6.0','4.0','3.0','7.0','1.0','1.0','7.0','2','2','2','4','3.0','3.0','3.0','3.0','3','2.0','2.0','1.0'
540,'2','18','Centre-left','3','3','4','2','2','2','2','2','2','6.0','6.0','7.0','4.0','7.0','6.0','6.0','8.0','2','4','4','4','3.0','2.0','3.0','2.0','4','1.0','4.0','2.0'
905,'4','16','Centre-left','3','2','2','1','2','1','1','2','1','3.0','3.0','3.0','1.0','7.0','2.0','2.0','8.0','2','4','2','1','2.0','2.0','3.0','3.0','1','1.0','4.0','1.0'
2371,'2','16','Centre-right','3','2','2','2','3','2','2','3','2','3.0','3.0','2.0','1.0','5.0','2.0','2.0','2.0','2','2','2','2','2.0','3.0','4.0','2.0','3','1.0','4.0','1.0'
527,'2','-98','Centre-right','3','3','3','3','3','3','3','3','3','9.0','10.0','10.0','7.0','7.0','7.0','9.0','10.0','4','4','4','4','2.0','3.0','2.0','2.0','1','2.0','1.0','3.0'
2007,'4','29','Centre-right','3','3','3','3','2','3','3','3','3','5.0','5.0','9.0','2.0','5.0','7.0','8.0','4.0','2','4','2','2','2.0','2.0','3.0','3.0','3','1.0','3.0','1.0'
1269,'4','33','Centre-left','2','1','2','1','1','2','1','1','1','4.0','5.0','3.0','1.0','8.0','5.0','5.0','8.0','1','4','4','2','1.0','2.0','3.0','3.0','3','1.0','2.0','3.0'
1974,'1','20','Centre-left','3','3','4','4','3','2','3','3','3','7.0','7.0','8.0','5.0','5.0','5.0','4.0','5.0','4','4','4','2','2.0','2.0','3.0','2.0','2','2.0','4.0','3.0'
1378,'4','13','Centre-left','2','2','2','3','1','1','1','2','1','6.0','6.0','2.0','3.0','6.0','5.0','8.0','8.0','4','5','4','4','2.0','2.0','2.0','3.0','2','1.0','4.0','1.0'
935,'2','36','Green','2','3','3','3','2','2','2','2','2','3.0','4.0','2.0','3.0','2.0','4.0','3.0','3.0','2','4','4','2','1.0','1.0','3.0','3.0','2','1.0','4.0','2.0'
1321,'2','11','Green','3','3','4','3','3','3','3','3','3','7.0','7.0','3.0','3.0','5.0','3.0','2.0','8.0','4','4','4','4','2.0','2.0','3.0','2.0','4','2.0','3.0','1.0'
300,'2','1','Centre-left','4','4','3','2','2','2','3','2','2','7.0','7.0','7.0','3.0','4.0','3.0','3.0','7.0','4','2','4','1','3.0','2.0','2.0','2.0','5','1.0','3.0','1.0'
1427,'2','13','Centre-right','1','1','1','2','2','2','1','2','1','7.0','6.0','7.0','1.0','6.0','5.0','5.0','7.0','5','4','5','1','2.0','1.0','2.0','2.0','2','2.0','4.0','3.0'
465,'4','5','Centre-left','5','2','3','2','3','3','4','2','2','6.0','6.0','3.0','4.0','5.0','4.0','7.0','7.0','2','4','2','2','1.0','3.0','3.0','2.0','1','2.0','3.0','1.0'
610,'2','4','Centre-right','3','3','2','3','2','2','2','2','2','5.0','5.0','5.0','3.0','5.0','1.0','5.0','5.0','4','4','4','4','1.0','2.0','1.0','3.0','3','2.0','2.0','1.0'
1207,'2','8','Centre-left','2','2','2','2','2','2','2','2','2','4.0','4.0','4.0','4.0','5.0','4.0','4.0','6.0','4','4','4','2','2.0','1.0','3.0','3.0','3','1.0','2.0','2.0'
1213,'2','13','Centre-right','4','3','4','4','2','1','3','3','1','7.0','7.0','5.0','1.0','5.0','1.0','5.0','7.0','2','2','4','1','1.0','4.0','2.0','3.0','3','1.0','3.0','1.0'
2529,'2','96','Centre-right','4','3','4','4','3','3','3','2','3','7.0','7.0','5.0','3.0','6.0','4.0','2.0','7.0','4','4','4','2','2.0','3.0','3.0','-98.0','1','1.0','4.0','1.0'
2294,'2','1','Centre-right','4','2','3','2','3','1','1','3','1','8.0','8.0','9.0','1.0','5.0','4.0','2.0','9.0','4','4','2','2','2.0','2.0','3.0','3.0','5','2.0','2.0','2.0'
951,'2','16','Centre-right','4','5','3','3','2','1','1','3','2','1.0','1.0','1.0','1.0','3.0','2.0','2.0','3.0','4','4','4','4','2.0','2.0','4.0','2.0','1','2.0','4.0','3.0'
762,'5','16','Independent','2','1','2','3','2','1','3','2','1','7.0','6.0','5.0','2.0','5.0','5.0','7.0','7.0','1','1','4','2','2.0','2.0','3.0','3.0','3','1.0','4.0','1.0'
1851,'4','32','Green','3','4','2','2','1','1','1','1','1','7.0','7.0','7.0','6.0','7.0','6.0','8.0','8.0','4','4','2','2','3.0','2.0','3.0','3.0','4','1.0','3.0','1.0'
1825,'2','2','Centre-right','1','1','2','2','3','1','1','3','2','1.0','3.0','1.0','1.0','10.0','1.0','1.0','5.0','1','1','5','1','1.0','3.0','4.0','2.0','3','2.0','3.0','1.0'
1812,'2','13','Right-wing','5','4','3','3','1','1','2','3','2','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','5','5','5','4','3.0','1.0','2.0','1.0','3','1.0','3.0','2.0'
1414,'1','5','Centre-right','4','2','3','3','1','1','1','1','1','5.0','5.0','7.0','1.0','5.0','5.0','5.0','6.0','2','2','2','2','2.0','2.0','3.0','3.0','2','2.0','4.0','3.0'
